,column_id,display_name,description
944,hip,Hip Circumference (Sleep Heart Health Study Visit One (SHHS1)),Hip measurement in centimeters
945,chol,Cholesterol,
946,hdl,High-density lipoprotein (HDL) cholesterol,
947,trig,Triglycerides,
948,fev1,Forced Expiratory Volume (FEV 1) (Sleep Heart Health Study Visit One (SHHS1)),in One Second
949,fvc,Forced Vital Capacity (FVC) (Sleep Heart Health Study Visit One (SHHS1)),
950,aai,Ankle-arm Blood Pressure (BP) Index (Sleep Heart Health Study Visit One (SHHS1)),Ratio of ankle to arm systolic blood pressure (BP)
951,ankbp,Supine ankle systolic blood pressure (BP),
952,armbp,Supine arm systolic blood pressure (BP),
953,ecg,Has electrocardiogram (ECG) data (Sleep Heart Health Study Visit One (SHHS1)),
954,imsbpae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Systolic blood pressure (BP) > 200,Systolic blood pressure (BP) > 200 (and not on blood pressure (BP) meds)?
955,imdbpae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Diastolic blood pressure (BP) > 120,Diastolic blood pressure (BP) > 120 (and not on blood pressure (BP) meds)?
956,imosatae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): oxygen saturation (SaO2) < 80%,O2 saturation (SaO2) < 80% for > 2 minutes at rest?
957,imhihrae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Heart Rate > 150,Heart rate > 150 for > 2 minutes at rest?
958,imlohrae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Heart Rate < 30,Heart rate < 30 for > 2 minutes at rest?
959,ursbpae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Systolic blood pressure (BP) > 170,Systolic blood pressure (BP) > 170 (and not on blood pressure (BP) meds)?
960,urdbpae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Diastolic blood pressure (BP) > 100,Diastolic blood pressure (BP) > 100 (and not on blood pressure (BP) meds)?
961,urosatae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): oxygen saturation (SaO2) 80-85%,O2 saturation (SaO2) between 80% and 85% for > 2 minutes at rest?
962,skrctnae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Skin reaction?,Skin reaction?
963,tripae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Tripping/falling?,Tripping/falling?
964,othprbae,Adverse Events (Sleep Heart Health Study Visit One (SHHS1)): Other problem?,Other problem?
965,syst120,Systolic blood pressure (BP): reading 1 of 3 (Sleep Heart Health Study Visit One (SHHS1)),Seated systolic blood pressure (BP)- first reading
966,dias120,Diastolic blood pressure (BP): reading 1 of 3 (Sleep Heart Health Study Visit One (SHHS1)),Seated diastolic blood pressure (BP)- first reading
967,syst220,Systolic blood pressure (BP): reading 2 of 3 (Sleep Heart Health Study Visit One (SHHS1)),Seated systolic blood pressure (BP)- second reading
968,dias220,Diastolic blood pressure (BP): reading 2 of 3 (Sleep Heart Health Study Visit One (SHHS1)),Seated diastolic blood pressure (BP)- second reading
969,syst320,Systolic blood pressure (BP): reading 3 of 3 (Sleep Heart Health Study Visit One (SHHS1)),Seated systolic blood pressure (BP)- third reading
970,dias320,Diastolic blood pressure (BP): reading 3 of 3 (Sleep Heart Health Study Visit One (SHHS1)),Seated diastolic blood pressure (BP)- third reading
971,neck20,Neck Circumference (Sleep Heart Health Study Visit One (SHHS1)),Neck circumference in centimeters
972,angina15,Doctor of Medicine (MD) Reported Angina (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had angina?
973,mi15,Doctor of Medicine (MD) Reported myocardial infarction (MI) (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had heart attack?
974,stroke15,Doctor of Medicine (MD) Reported Stroke (Sleep Heart Health Study Visit One (SHHS1)),
975,hf15,Doctor of Medicine (MD) Reported Heart Failure (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had heart failure?
976,cabg15,Doctor of Medicine (MD) Reported coronary artery bypass graft (CABG) (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had coronary artery bypass graft (CABG)?
977,ca15,Doctor of Medicine (MD) Reported Coronary Angioplasty (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had coronary angioplasty?
978,othrcs15,Doctor of Medicine (MD) Reported Other Heart Surgery (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had other heart/cardiac surgery?
979,pacem15,History of Pacemaker (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had pacemaker?
980,sa15,History of Sleep Apnea (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had sleep apnea?
981,emphys15,History of Emphysema (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had emphysema?
982,crbron15,History of Chronic Bronchitis (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had chronic bronchitis?
983,copd15,History of chronic obstructive pulmonary disease (COPD) (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had chronic obstructive pulmonary disease (COPD)?
984,asthma15,History of Asthma (Sleep Heart Health Study Visit One (SHHS1)),Doctor of Medicine (MD) said participant had asthma?
985,asth1215,Asthma attack in last 12 months (Sleep Heart Health Study Visit One (SHHS1)),Participant had attack of asthma in last 12 months?
986,cough315,Coughing on most days (Sleep Heart Health Study Visit One (SHHS1)),Do you cough on most days for as much as 3 months of the year?
987,phlegm15,Bring up phlegm (Sleep Heart Health Study Visit One (SHHS1)),Do you bring up phlegm from your chest on most days for as much as three months of the year?
988,runny15,Runny or stuffy nose (Sleep Heart Health Study Visit One (SHHS1)),Do you usually have a runny or stuffy nose?
989,sinus15,Sinus trouble (Sleep Heart Health Study Visit One (SHHS1)),Do you usually have sinus trouble?
990,coffee15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cups of coffee on a regular day,"How many cups of regular coffee do you drink on a regular day? (Number of cups of coffee, up to 2 digits)"
991,tea15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cups of tea on a regular day,"How many cups of tea (with caffeine) do you drink on a regular day? (Number of cups of tea, up to 2 digits)"
992,soda15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cups of soda (with caffeine) on a regular day,"How many cups/glasses of cola/soda (with caffeine) do you drink on a regular day?  (Number of cups/glasses of soda, up to 2 digits)"
993,evsmok15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): smoked cigarettes,Have you ever smoked cigarettes ('ever' = at least 20 packs in lifetime)?
994,ns1yr15,"Health Interview (Sleep Heart Health Study Visit One (SHHS1)): Since smoking began, non-smoker for one year or more","If yes to [AGESMK15]: Since smoking began, were you a non-smoker for one year or more?"
995,yrsns15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): years of not smoking,If yes to [NS1YR15] how many years did you not smoke?
996,smknow15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): now smoke cigarettes,Do you now smoke cigarettes?
997,cigday15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cigarettes smoked per day,"If yes to [SMKNOW15]: How many cigarettes do you smoke per day now? (number per day, up to 2 digits)"
998,avesmk15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cigarettes per day on average,"How many cigarettes per day did you average over all the time you smoked? (number per day, up to 2 digits)"
999,wine15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): glasses of wine per week,"How many 4 oz. glasses of wine do you usually have per week? (number of glasses of wine, up to 2 digits)"
1000,beer15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): cans of beer per week,"How many 12 ounce (oz.) cans of beer do you usually have per week? (number of cans of beer, up to 2 digits)"
1001,shots15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): drinks with hard liquor per week,"How many drinks with hard liquor (1 shot) do you usually have per week? (number of drinks, up to 2 digits)"
1002,asa15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): Aspirin in last 2 weeks,"In last two weeks, did you take any aspirin or aspirin containing meds?"
1003,asalw15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): days taken aspirin in last week,"How many days did you take aspirin or aspirin containing meds in last week? (number of days, 1 to 14)"
1004,slpill15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): Sleeping pills at least 1 day per week,Do you take sleeping pills at least 1 day per week? 1=Yes; 0=No; 8=Unsure
1005,nitro15,Health Interview (Sleep Heart Health Study Visit One (SHHS1)): Doctor of Medicine (MD) prescribed nitro in last year,Doctor of Medicine (MD) prescribed nitro in last year?
